frame_idx,filename,dioptra_abs_rel,dioptra_rmse,dioptra_delta1,dioptra_scale,unidepth_abs_rel,unidepth_rmse,unidepth_delta1,unidepth_scale,m3d_direct_abs_rel,m3d_direct_rmse,m3d_direct_delta1,m3d_direct_scale,m3d_median_abs_rel,m3d_median_rmse,m3d_median_delta1,da_outdoor_abs_rel,da_outdoor_rmse,da_outdoor_delta1,da_outdoor_scale,da_indoor_abs_rel,da_indoor_rmse,da_indoor_delta1,da_indoor_scale,zoe_abs_rel,zoe_rmse,zoe_delta1,zoe_scale,da_midas_abs_rel,da_midas_rmse,da_midas_delta1,da_median_abs_rel,da_median_rmse,da_median_delta1
11,000011_left.png,0.0691589191555976,3.1249969005584717,95.80825678386654,0.9706323742866516,0.1306662559509277,16.48857879638672,86.61988895561386,0.908113658428192,0.308863878250122,10.414074897766112,24.486656763277388,0.764896035194397,0.2035163789987564,9.375892639160156,69.98272174636789,1.6217738389968872,8.922444343566895,2.0733904358544835,2.6315488815307617,0.3348019421100616,9.091805458068848,36.448686747368754,1.3178279399871826,0.998786449432373,7.468161582946777,1.9543390541209689,1.995598554611206,0.1456746608018875,5.21035623550415,82.08693909622575,0.10639383643865585,2.4992167949676514,86.92063893854778
12,000012_left.png,0.0644797682762146,2.985640287399292,96.56822187848483,0.9824127554893494,0.1141929402947425,15.593084335327148,93.07573100826322,0.9180843234062196,0.2899098694324493,10.089407920837402,21.927298661047033,0.8112161755561829,0.1993592381477356,9.19176197052002,75.71706642214822,1.6260826587677002,9.075486183166504,2.505241596019068,2.7087254524230957,0.2730036675930023,9.249493598937988,53.089458359474285,1.2771872282028198,0.9133808612823486,7.634241104125977,1.8194102601225808,1.970351219177246,0.10215622186660767,4.6637067794799805,86.74667740636328,0.08594033867120743,2.5274009704589844,89.66626392804403
13,000013_left.png,0.0677237585186958,3.0093679428100586,95.55775650196252,0.9495252370834352,0.1191954910755157,16.3856258392334,91.87522155264092,0.922935962677002,0.3005149662494659,9.920416831970217,21.706977885637933,0.8151480555534363,0.2012635469436645,8.957521438598633,74.95159926921714,1.68257474899292,9.422449111938477,3.2694352793608377,2.801463842391968,0.2283815294504165,9.485527992248535,62.98257573691816,1.265776753425598,0.8259940147399902,7.375734806060791,3.2268971723066016,1.90584397315979,0.07621058821678162,4.347469329833984,94.34611414809436,0.06631887704133987,2.49695086479187,95.53281307170982
14,000014_left.png,0.0621734336018562,3.2349202632904053,96.86997494484125,0.965463161468506,0.1211115047335624,20.17694854736328,92.02156244632934,0.9327630996704102,0.2917838096618652,9.866294860839844,20.23556917212838,0.7817575931549072,0.1943868994712829,8.683006286621094,69.24304289774459,1.7527036666870115,9.486631393432615,3.783954481742281,2.897437334060669,0.2244780510663986,10.015985488891602,67.13222787937883,1.2571882009506226,0.7669705748558044,7.303929805755615,2.5451664552158184,1.9297460317611697,0.07675836235284805,3.7542293071746826,94.49655861456483,0.08026625216007233,2.923353910446167,93.25377442273535
15,000015_left.png,0.0527795143425464,3.280988931655884,97.15580261955527,0.9578812122344972,0.1244962364435195,19.60135269165039,91.95541909871004,0.9639820456504822,0.3015255630016327,11.148040771484377,18.26703555000731,0.7856890559196472,0.2076720744371414,10.208584785461426,62.44812578022201,1.7516909837722778,9.493249893188477,3.051160070627664,2.893974542617798,0.2351492643356323,10.205378532409668,65.6117502839727,1.271265983581543,0.7590066194534302,7.237931251525879,4.375991092816896,1.8834916353225708,0.08077244460582733,4.006176471710205,93.42765577565378,0.08253241330385208,2.969195604324341,94.06804958686995
16,000016_left.png,0.0459717251360416,3.1456198692321777,97.52990824267296,0.9864730834960938,0.1168213412165641,19.7424259185791,91.35260550573776,0.9796690940856934,0.279010146856308,10.753965377807615,17.419064286813708,0.8117914199829102,0.1921439170837402,9.877660751342772,65.34258367205003,1.75663423538208,9.300374031066896,3.2442693695593925,2.8710641860961914,0.2099653482437133,10.197508811950684,68.22257819937634,1.224698543548584,0.6856981515884399,7.35813570022583,4.162082352337572,1.8030943870544431,0.09559833258390427,4.8862080574035645,91.35214468867606,0.09625282138586044,3.3061747550964355,88.99472893716414
17,000017_left.png,0.0499177724123001,3.168998956680298,97.3271925680995,0.9824334979057312,0.1221695765852928,20.346811294555664,92.8493509641746,0.9959991574287416,0.2843169867992401,10.567468643188477,17.168137506709684,0.7870572805404663,0.181632325053215,9.489160537719728,70.4075448611023,1.7554383277893066,9.454298973083496,2.8408664584980694,2.8851468563079834,0.2341255992650985,9.964694023132324,61.77816769308022,1.2830108404159546,0.6670238971710205,7.559035301208496,3.8226449724975033,1.8138797283172607,0.11366549879312515,4.757897853851318,89.67403244643332,0.11922459304332733,3.286771059036255,92.49777407754306
18,000018_left.png,0.0510264933109283,3.4190714359283447,97.22255524917075,0.997133493423462,0.1275340616703033,20.21910858154297,91.54654444522194,1.0136889219284058,0.2835234403610229,10.708715438842772,16.429920929256177,0.7670718431472778,0.1587676256895065,9.58006191253662,75.26881720430107,1.721904158592224,9.403196334838867,2.714995451682878,2.877793312072754,0.2264602035284042,9.894221305847168,63.71667483031278,1.2829948663711548,0.6703688502311707,7.471646308898926,4.746577099806405,1.7791311740875244,0.09465675055980682,3.1548635959625244,93.83789655655748,0.11022312194108963,3.4789814949035645,89.92197355510909
19,000019_left.png,0.0574351102113723,3.4882891178131104,97.36352608168217,0.9763392806053162,0.1351322084665298,21.962684631347656,92.01616978271856,1.0334631204605105,0.2938185036182403,10.803961753845217,15.19560031493472,0.7534428238868713,0.1619397103786468,9.570806503295898,73.38272794575602,1.7245419025421145,9.544478416442873,2.941936848537551,2.8632235527038574,0.2215957343578338,10.160944938659668,64.25843449240278,1.2804458141326904,0.662058413028717,7.505471706390381,4.914979376476256,1.7422274351119995,0.10606389492750168,3.4613397121429443,92.50004414855104,0.11734020709991455,3.3146865367889404,90.90068930604365
20,000020_left.png,0.082678698003292,3.5123276710510254,95.17547430990962,1.0575125217437744,0.1163712218403816,20.86152076721191,94.5060263720178,1.012361764907837,0.295062392950058,10.31295394897461,14.760774869851614,0.745598554611206,0.1516186147928238,8.873910903930664,75.82958529588836,1.672801494598389,9.265606880187988,3.0722102206325035,2.8221652507781982,0.1950239688158035,10.378551483154297,65.73231339495462,1.2611428499221802,0.6863691806793213,7.60487174987793,4.780370908146522,1.7351949214935305,0.09982600063085556,3.1555299758911133,94.04600651828017,0.11197561770677567,3.5648505687713623,89.42524384401082
21,000021_left.png,0.0619630254805088,3.768033504486084,96.6975926758491,0.9861166477203368,0.1418979316949844,20.930356979370117,93.0314721052103,1.0583696365356443,0.3046288788318634,10.170930862426758,17.627214774815226,0.7263757586479187,0.1458394527435302,8.586519241333008,74.91093636454941,1.6205322742462158,8.764914512634277,3.883351746710701,2.7435710430145264,0.2187198847532272,10.350523948669434,65.21821329189831,1.268304467201233,0.6900350451469421,7.108016490936279,6.469889696976858,1.7765320539474487,0.1132325530052185,3.5510456562042236,92.13087387376721,0.13409864902496338,3.8398830890655518,85.81923445769152
22,000022_left.png,0.0523839853703975,3.9417262077331543,96.30901287553648,0.9912320375442504,0.1337534040212631,22.517398834228516,92.42307216093675,1.0574135780334473,0.26607745885849,9.686325073242188,22.11937007316915,0.7824066281318665,0.160228818655014,8.459461212158203,76.05464397106252,1.629808783531189,9.062640190124512,3.1118998626235945,2.7538530826568604,0.2573153674602508,10.2173490524292,61.78990253939991,1.2677513360977173,0.7222390174865723,7.253008365631104,5.236812159875477,1.8111205101013184,0.09115204960107803,4.349059104919434,94.09012776665307,0.10003024339675903,3.561483383178711,89.66643629683449
23,000023_left.png,0.0586538016796112,4.0560455322265625,96.42406223272106,0.989836037158966,0.1395314335823059,21.73272132873535,91.8615226639284,1.0820062160491943,0.2389790415763855,9.129034996032717,30.89511515329324,0.8091843724250793,0.1630468815565109,8.144217491149902,70.98547748276368,1.5417031049728394,8.792631149291992,3.320522223852134,2.6156439781188965,0.2394226938486099,10.229074478149414,61.88176617280329,1.2944414615631104,0.7204698920249939,7.46100378036499,4.900689452838492,1.8147906064987185,0.0997643917798996,3.9442784786224365,93.16693511409996,0.12133223563432693,4.053037166595459,89.04264199301645
24,000024_left.png,0.0684006437659263,4.361507415771484,95.5059812479793,0.9785539507865906,0.1403523683547973,21.532697677612305,92.8791398149927,1.102829933166504,0.2597067356109619,10.304951667785645,21.94705926870303,0.8308195471763611,0.1615835428237915,9.438311576843262,74.3557053621847,1.6147234439849854,9.213825225830078,3.523754635370276,2.7292187213897705,0.2327869534492492,10.337471961975098,59.1109403470779,1.217645525932312,0.7114753723144531,7.655147552490234,6.567235427327291,1.705744981765747,0.10068261623382568,4.574520587921143,90.98785817224942,0.11244816333055496,3.982588768005371,88.35061350946081
25,000025_left.png,0.0793023258447647,4.422366619110107,96.1364455298875,0.960536777973175,0.1442943215370178,23.586347579956055,91.65795417131172,1.073175311088562,0.2782459855079651,10.852006912231444,16.41953986472046,0.8254325985908508,0.1804847866296768,10.015066146850586,71.45266660120261,1.5463829040527344,8.757047653198242,5.891187190610144,2.6355955600738525,0.2939319014549255,10.062335968017578,48.286478399750465,1.2948371171951294,0.7549848556518555,7.953847408294678,4.907493516170583,1.718220591545105,0.08662141114473343,4.547962665557861,90.77534146638025,0.08349699527025223,3.4271984100341797,92.18173712154987
26,000026_left.png,0.068897470831871,4.354680061340332,95.58893093661304,0.9486877918243408,0.1449164003133773,21.17694091796875,92.7284408827292,1.074577808380127,0.2499901801347732,10.969877243041992,37.68865840996312,0.8359704613685608,0.1655357629060745,10.279638290405272,81.97828169547334,1.4997628927230835,8.575898170471191,7.68573280634225,2.570688247680664,0.2538558542728424,10.127389907836914,65.48533469479071,1.190732479095459,0.7978439331054688,8.191688537597656,6.502297459314033,1.763730525970459,0.09335709363222122,4.724886894226074,89.97958655587821,0.09493234008550644,3.5623691082000732,91.92030131393577
27,000027_left.png,0.067672275006771,4.153539180755615,95.46335037966836,0.9524292945861816,0.116472378373146,20.23249626159668,94.64773037387428,1.0289442539215088,0.2666969299316406,10.776684761047363,32.36320840534886,0.802317202091217,0.1595721542835235,9.910239219665527,79.75757300100064,1.46484637260437,8.589920997619629,9.784635677249158,2.5685441493988037,0.2773482501506805,9.977060317993164,57.992586191212595,1.190073013305664,0.8243939280509949,8.2455472946167,7.405280633130173,1.8262790441513064,0.09463633596897125,4.638776779174805,88.80782056032149,0.09489812701940536,3.63413405418396,89.50893493316613
28,000028_left.png,0.0668274313211441,4.217145919799805,95.45161412692993,0.9553478956222534,0.1340423226356506,21.876575469970703,93.74374486938724,1.0554274320602417,0.2747006118297577,11.236584663391112,41.49583366131771,0.8318533897399902,0.1639077514410019,10.443225860595703,77.53381987472872,1.4448981285095217,8.46622085571289,11.40654694299819,2.602384328842163,0.2825202941894531,9.914426803588867,55.94588820043407,1.237403154373169,0.8824098110198975,8.526779174804688,8.866261090557423,1.9650962352752688,0.09482678771018982,4.338298797607422,90.35873427717299,0.10400955379009247,4.034280776977539,87.15268768684076
29,000029_left.png,0.0674744248390197,4.343282699584961,94.06294174540584,0.9171615839004515,0.1309974491596222,22.346494674682617,94.0777380435146,1.051632285118103,0.264089971780777,11.272083282470703,47.25666477279057,0.8292975425720215,0.1934118568897247,10.58084201812744,71.4709847041654,1.3701225519180298,8.268806457519531,12.980292548154583,2.5277531147003174,0.3080178201198578,9.912554740905762,51.510087675322794,1.2472140789031982,0.8602622151374817,8.30433177947998,11.960384568251952,1.9629517793655396,0.11047828942537308,5.579764366149902,87.85869498427523,0.0960739329457283,3.953674077987671,88.47930643458443
30,000030_left.png,0.0723425149917602,4.353612422943115,93.54720975218072,0.9879571795463562,0.1486003398895263,22.891157150268555,90.8976558664026,1.082053780555725,0.3084068298339844,12.005128860473633,35.860996022310374,0.8709455132484436,0.2303759902715683,11.470072746276855,61.80866264668076,1.3402256965637207,8.511605262756348,13.15340862071819,2.5252928733825684,0.2715006470680237,10.181849479675291,54.319461991272256,1.1659001111984253,0.9050078392028807,8.849028587341309,11.677636115877103,2.0186996459960938,0.10772334784269333,4.932493209838867,90.93863495438038,0.10812899470329285,4.078826904296875,86.94027371777837
31,000031_left.png,0.0762406811118125,4.177844047546387,93.76185533803373,1.028578281402588,0.1511028259992599,24.17484474182129,90.32588847518412,1.0131330490112305,0.3702861964702606,12.777820587158203,24.513744564412736,0.7270664572715759,0.2584273517131805,11.623812675476074,52.021517522743096,1.2830088138580322,8.457201957702637,11.08064684173873,2.3309435844421387,0.2667650580406189,10.075979232788086,55.36155908819224,1.085025668144226,0.9124298095703124,8.600651741027832,12.242615004140092,1.9303654432296753,0.12561853229999542,6.073697090148926,83.3268256735428,0.11180251836776733,4.725579738616943,82.67294335036324
32,000032_left.png,0.073539949953556,4.359045505523682,93.78836238644732,1.003260612487793,0.1382782310247421,23.90164375305176,92.97321804108788,1.0094536542892456,0.3576492667198181,11.874058723449709,21.855454987409257,0.6587153673171997,0.2726018130779266,10.020353317260742,53.84413697417941,1.2762211561203003,8.662653923034668,10.17310223902202,2.1807920932769775,0.3314132392406463,10.149441719055176,40.439501614127856,1.0189533233642578,0.861790657043457,8.557701110839844,13.473461116178967,1.7900234460830688,0.15333595871925354,5.983520030975342,72.10983846318176,0.16639907658100128,4.654290199279785,78.56966788818957
33,000033_left.png,0.069912776350975,4.344955921173096,94.4211178414097,1.0060189962387085,0.1614789217710495,22.033557891845703,88.9891530741973,0.920419216156006,0.4291958212852478,12.419187545776367,8.079201493142904,0.5329532623291016,0.3422175645828247,9.76179313659668,27.944494035543293,1.2658339738845823,8.89799976348877,11.795828937758662,2.088057041168213,0.3202690482139587,9.952795028686523,44.360410073304664,0.9519844651222228,0.9130820035934448,8.907333374023438,14.562471259704076,1.7345455884933472,0.1783425509929657,6.327013969421387,69.05407898592405,0.2102528214454651,4.469020366668701,66.79671814462303
34,000034_left.png,0.0758350491523742,4.302770614624023,94.45834460373275,0.9870873689651488,0.1855840384960174,23.163429260253903,81.15996078765664,0.8859971165657043,0.4802956879138946,13.9120512008667,7.621899241326401,0.5368243455886841,0.4536511600017547,12.04180908203125,5.525424090017901,1.261781096458435,8.94409465789795,11.34174409683744,2.089212656021118,0.3107493817806244,10.116482734680176,38.61456823800187,0.8881537914276123,0.8798120617866516,8.571100234985352,16.137264512829255,1.7269527912139893,0.17549166083335876,6.557309150695801,68.99727896247748,0.20319201052188873,5.633519649505615,70.70153586263305
35,000035_left.png,0.0689162239432334,4.1187357902526855,94.68078024099594,0.9736721515655518,0.1566757261753082,22.372791290283203,89.572785142545,0.9163875579833984,0.4830366373062134,13.349145889282228,7.543750919136957,0.52420973777771,0.3840866684913635,11.008554458618164,20.749910712409925,1.2421571016311646,8.84157657623291,13.279165528687578,2.0454792976379395,0.3038991689682007,10.123793601989746,40.01186999726885,0.9259956479072572,0.8888153433799744,8.836885452270508,14.33696086052228,1.7406580448150637,0.1706557720899582,6.72276496887207,69.61771895810503,0.1953250765800476,4.997463226318359,76.78654219000252
36,000036_left.png,0.0679183900356292,3.897656202316284,93.87312844759651,0.95672345161438,0.1607773154973983,22.32757568359375,86.40904093106239,0.9382284283638,0.5095459818840027,13.371684074401855,7.078397610107255,0.5131995677947998,0.3700451254844665,10.955145835876465,31.171296392340725,1.2660731077194214,9.22880744934082,13.027716117254112,2.0452821254730225,0.2868855595588684,9.693807601928713,38.77352032031202,0.9135309457778932,0.8185264468193054,8.259818077087402,20.163682758334545,1.7025041580200195,0.16710399091243744,6.713045597076416,70.08138113933595,0.1790642887353897,4.976941108703613,82.41855385975404
37,000037_left.png,0.0729482397437095,3.943780660629273,94.47522763358285,1.0274277925491333,0.1403455436229705,24.622941970825195,92.30859974047422,0.974519431591034,0.4939318299293518,12.753721237182615,6.128603741069185,0.5189786553382874,0.2652939558029175,10.049358367919922,55.03998030476327,1.1617331504821775,8.899943351745605,13.30043955254884,1.88508141040802,0.2530608475208282,10.67531681060791,45.3416149068323,0.8902397751808167,0.8211997151374817,8.470261573791504,15.458709243938843,1.6916933059692385,0.16279341280460358,6.597908020019531,70.78797357644106,0.15890301764011383,4.883881092071533,87.12211635420739
38,000038_left.png,0.0672206878662109,3.967329740524292,94.36962934461972,1.019261598587036,0.1547591388225555,24.23348617553711,90.61062922707154,0.9283978343009948,0.495107501745224,12.805039405822754,4.864403420783853,0.4986750781536102,0.2676986753940582,9.93052864074707,56.2178285238088,1.1519614458084106,9.28372287750244,14.768517812771536,1.7515804767608645,0.2431463450193405,10.150482177734377,47.54188326041556,0.832205593585968,0.7764288187026978,8.415070533752441,14.235989369756652,1.5611963272094729,0.1721166968345642,7.549196720123291,68.6846960723351,0.18200933933258057,4.986721515655518,86.5182111948134
39,000039_left.png,0.0703979060053825,3.91306471824646,92.09220985691574,1.0140167474746704,0.1420414000749588,23.99041748046875,91.13104185793122,0.9414123296737672,0.531158983707428,12.822001457214355,2.658367046337305,0.445498377084732,0.2304250001907348,9.394475936889648,64.5014679028662,1.1143964529037476,9.281577110290527,14.101451760979003,1.6404032707214355,0.2285370379686355,9.355629920959473,54.2644848215817,0.8775027394294739,0.6877826452255249,8.228456497192383,14.703745926695657,1.4415762424468994,0.15581625699996948,6.831911563873291,73.08208120568632,0.20349246263504028,4.966245174407959,78.0335733842113
40,000040_left.png,0.0747880190610885,3.6817939281463623,93.1665245000474,1.040332555770874,0.1558786928653717,24.654829025268555,89.23774471653302,0.9190822243690492,0.5672064423561096,13.184891700744627,1.4400554330961692,0.4109926521778106,0.233536958694458,9.503599166870115,61.223444584477726,1.0119028091430664,9.083358764648438,14.67320080940354,1.497502326965332,0.1831856071949005,9.283221244812012,64.98024191726208,0.8278404474258423,0.6185239553451538,8.03901481628418,16.781064375699817,1.3395519256591797,0.11843668669462204,6.145037651062012,87.53770919474816,0.14255940914154053,5.185765266418457,89.83123404126732
41,000041_left.png,0.0667012855410575,3.5730347633361816,93.15331778940072,1.0257903337478638,0.1590925604104995,24.9681453704834,88.58061157057892,0.9172507524490356,0.5819284915924072,12.93448257446289,0.2663355828343713,0.3784054517745971,0.2549935281276703,8.563214302062988,53.031820093317585,0.8715624809265137,8.574915885925293,18.167891543344613,1.3516901731491089,0.2040807008743286,9.378589630126951,56.02158719987184,0.7337248921394348,0.5908188819885254,7.763331890106201,23.85055169513587,1.2567594051361084,0.12769579887390137,6.047998428344727,83.94738823765657,0.1824195384979248,5.54388952255249,80.57782574863826
42,000042_left.png,0.0670184344053268,3.5484187602996826,93.5913964969655,1.0443600416183472,0.1581924259662628,23.519996643066406,88.63914548788226,0.8902363181114197,0.5703281164169312,13.094240188598633,0.203336314267015,0.4038675129413605,0.2312410622835159,9.310931205749512,67.90983258476926,0.9105775356292723,8.705137252807617,16.1724811526721,1.3659372329711914,0.1830587089061737,9.266009330749512,63.26057523693427,0.731131374835968,0.5441868305206299,7.6051344871521,22.326027547824,1.1594842672348022,0.11255042254924774,5.622859954833984,89.85446256356305,0.14633168280124664,5.295944690704346,87.11405024924225
43,000043_left.png,0.0632100403308868,3.608748197555542,93.71460928652324,1.0152829885482788,0.1656570732593536,25.120861053466797,86.8415794101191,0.8872134685516357,0.5564360618591309,12.640698432922363,0.1823395412037407,0.3922710120677948,0.2788780033588409,8.593785285949707,50.38765886020302,0.9202398657798768,9.085797309875488,14.424806170569898,1.3599706888198853,0.207621082663536,9.80454921722412,57.46343217968188,0.6963781118392944,0.5270390510559082,7.511393070220947,22.57413476140996,1.1618109941482544,0.1267327219247818,5.929414749145508,81.47490939713379,0.1901700347661972,5.48756742477417,78.17962174869798
44,000044_left.png,0.0646919682621955,3.4691715240478516,94.20838459354594,1.0033005475997925,0.1494350582361221,25.62260055541992,90.40016016416828,0.9228871464729308,0.568368673324585,12.73893928527832,0.2017067494181535,0.4257724583148956,0.1704379171133041,8.788655281066895,78.60707224905528,0.9379841685295104,8.88956069946289,14.35921819865362,1.3532748222351074,0.2811112701892853,10.583908081054688,39.72121424460072,0.6254343390464783,0.519990086555481,7.787312984466553,17.118045997147075,1.228447437286377,0.11786416172981262,5.45994758605957,88.89223555870143,0.14618074893951416,5.26952600479126,85.82451067504003
45,000045_left.png,0.0697004124522209,3.5885860919952393,95.21018785440492,1.0115458965301514,0.1462619006633758,25.272489547729492,90.6275890117946,0.9136963486671448,0.6031143665313721,13.410832405090332,0.2455324640111669,0.3618766069412231,0.2477831393480301,9.311259269714355,55.63193227521729,0.9517281651496888,9.144835472106934,13.16284978333894,1.3620986938476562,0.258611261844635,9.707609176635742,50.163939365029954,0.6128066182136536,0.5955259203910828,7.966583728790283,16.013838189587215,1.2374197244644165,0.11144210398197174,5.405468940734863,90.17467688805165,0.1451050490140915,5.599551200866699,83.97737460838731
